"FW","Ecosystem","TL","TTE"
"7","marine","3_4",0.123513961842695
"24","marine","3_4",0.11990702631783
"34","marine","3_4",0.13537052598515
"40","marine","3_4",0.119519888935638
"41","marine","3_4",0.110098897450639
"46","marine","3_4",0.0780610506225557
"48","marine","3_4",0.37299697753204
"53","marine","3_4",0.103399958874796
"58","marine","3_4",0.0763289663508434
"68","marine","3_4",0.0833083832747762
"99","marine","3_4",0.0681756066889094
"105","marine","3_4",0.101412005492508
"107","marine","3_4",0.122316907998067
"108","marine","3_4",0.121337046087998
"115","marine","3_4",0.0848047988536503
"116","marine","3_4",0.146668867666613
"118","marine","3_4",0.0415815128516561
"133","marine","3_4",0.0572412627289693
"135","marine","3_4",0.127867462882845
"136","marine","3_4",0.155147308794307
"137","marine","3_4",0.159828746000475
"145","marine","3_4",0.126056008145528
"153","marine","3_4",0.0832902293094283
"179","marine","3_4",0.0355633026219953
"180","marine","3_4",0.0524977246001113
"189","marine","3_4",0.0938513262720182
"217","marine","3_4",0.0966797892853495
"218","marine","3_4",0.0330069726741587
"227","marine","3_4",0.125725507924914
"232","marine","3_4",0.0310218856794783
"239","marine","3_4",0.0942555968083042
"240","marine","3_4",0.106455298038116
"241","marine","3_4",0.116970500137616
"243","marine","3_4",0.0515947727371973
"246","marine","3_4",0.0351294043164911
"252","marine","3_4",0.186887544757789
"266","marine","3_4",0.00907115062458504
"267","marine","3_4",0.179782879813672
"269","marine","3_4",0.166226017973741
"279","marine","3_4",0.133038330593916
"282","marine","3_4",0.0553012095995358
"289","marine","3_4",0.0471724564391456
"291","marine","3_4",0.0980801102178639
"305","marine","3_4",0.129985244411649
"311","marine","3_4",0.0464820354762927
"312","marine","3_4",0.0308978831693005
"318","marine","3_4",0.0284682024078933
"320","marine","3_4",0.182026847963785
"323","marine","3_4",0.151192004289485
"324","marine","3_4",0.0950835130276896
"325","marine","3_4",0.158248645218799
"328","marine","3_4",0.0948083468030018
"335","marine","3_4",0.108000603261023
"400","marine","3_4",0.133699992923392
"401","marine","3_4",0.0717155424606851
"403","marine","3_4",0.0862765095782106
"405","marine","3_4",0.100287168719351
"406","marine","3_4",0.152895902871663
"407","marine","3_4",0.206621473589736
"410","marine","3_4",0.136807638540346
"411","marine","3_4",0.115235948765982
"412","marine","3_4",0.0609667495857502
"413","marine","3_4",0.179627189616067
"414","marine","3_4",0.132238336090135
"415","marine","3_4",0.0794387756968537
"429","marine","3_4",0.0619606494158908
"431","marine","3_4",0.0658684083184549
"432","marine","3_4",0.110663877873228
"433","marine","3_4",0.01726379394297
"434","marine","3_4",7.8240946197236e-05
"435","marine","3_4",0.000347576717721164
"436","marine","3_4",0.0723829175475839
"438","marine","3_4",0.0827849364973661
"439","marine","3_4",0.0738996626281484
"441","marine","3_4",0.0876309911508578
"443","marine","3_4",0.184862440882467
"444","marine","3_4",0.049349609254745
"446","marine","3_4",0.129590595179039
"447","marine","3_4",0.127781562348052
"448","marine","3_4",0.201656259665203
"450","marine","3_4",0.126698534941106
"452","marine","3_4",0.0731453632768973
"456","marine","3_4",0.0832125147765399
"457","marine","3_4",0.190317321423794
"459","marine","3_4",0.0782728637748289
"461","marine","3_4",0.177960679135328
"462","marine","3_4",0.0984083437694093
"464","marine","3_4",0.0507162486379153
"465","marine","3_4",0.130035391744552
"466","marine","3_4",0.159870833389031
"467","marine","3_4",0.0897576650358248
"468","marine","3_4",0.0338016434253105
"473","marine","3_4",0.200736924928308
"477","marine","3_4",0.160575176795586
"478","marine","3_4",0.239801390691365
"479","marine","3_4",0.24110032455969
"485","marine","3_4",0.183794660724457
"486","marine","3_4",0.119030369205571
"487","marine","3_4",0.0958775727574711
"488","marine","3_4",0.0802589602104399
"489","marine","3_4",0.0698660287516701
"490","marine","3_4",0.138168118203448
"495","marine","3_4",0.161835514121812
"496","marine","3_4",0.140800079831235
"497","marine","3_4",0.14130956497216
"499","marine","3_4",0.0664273496843739
"513","marine","3_4",0.132278214726281
"518","marine","3_4",0.133013833218504
"519","marine","3_4",0.0840424494857882
"520","marine","3_4",0.0653989161354578
"521","marine","3_4",0.137569338928939
"526","marine","3_4",0.0793321770341287
"537","marine","3_4",0.201879221420765
"567","marine","3_4",0.0461610621721262
"568","marine","3_4",0.00915347532766126
"608","marine","3_4",0.0810964386653008
"633","marine","3_4",0.119910360858853
"634","marine","3_4",0.118636683621717
"637","marine","3_4",0.0519071468097622
"646","marine","3_4",0.123055503233435
"650","marine","3_4",0.0873461840069467
"651","marine","3_4",0.077604060945472
"655","marine","3_4",0.145723906594967
"658","marine","3_4",0.0445105307110972
"664","marine","3_4",0.0606677799296962
"674","marine","3_4",0.132507700803521
"675","marine","3_4",0.133680608909129
"677","marine","3_4",0.154931197214781
"680","marine","3_4",0.322618578140976
"682","marine","3_4",0.10220980725037
"687","marine","3_4",0.128395679759228
"689","marine","3_4",0.106364907737271
"691","marine","3_4",0.0463907899663404
"692","marine","3_4",0.0184361494160087
"693","marine","3_4",0.00742473286326531
"703","marine","3_4",0.187559524850065
"704","marine","3_4",0.167869373065249
"705","marine","3_4",0.165260037719032
"706","marine","3_4",0.182375534622067
"707","marine","3_4",0.14687829420798
"711","marine","3_4",0.13641355566776
"725","marine","3_4",0.0746357878472676
"726","marine","3_4",0.0814717261792724
"727","marine","3_4",0.0871691320336345
"728","marine","3_4",0.181646753264762
"730","marine","3_4",0.133255299144355
"731","marine","3_4",0.192585749459583
"732","marine","3_4",0.133067046387507
"733","marine","3_4",0.13954828914283
"734","marine","3_4",0.143169656431534
"735","marine","3_4",0.142542770075613
"736","marine","3_4",0.134290187696153
"737","marine","3_4",0.13882721573163
"738","marine","3_4",0.158033809038048
"739","marine","3_4",0.217445005200855
"740","marine","3_4",0.12404439595901
"741","marine","3_4",0.200300941480826
"742","marine","3_4",0.037981341020905
"743","marine","3_4",0.107425805001409
"744","freshwater","3_4",0.0464767415242083
"M1","marine","3_4",0.13987554431046
"M10","marine","3_4",0.192951213756056
"M100","marine","3_4",0.121416621412376
"M101","marine","3_4",0.0611560638277419
"M102","marine","3_4",0.0238978934028733
"M103","marine","3_4",0.0747503765456175
"M104","freshwater","3_4",0.0791345182527426
"M106","marine","3_4",0.14017840549532
"M107","marine","3_4",0.134296755911946
"M108","marine","3_4",0.139395690201976
"M109","marine","3_4",0.0572624532492481
"M11","marine","3_4",0.195086365429937
"M110","marine","3_4",0.180004910236865
"M111","marine","3_4",0.10744799226265
"M112","marine","3_4",0.0394994304610683
"M113","marine","3_4",0.0281212559187215
"M114","marine","3_4",0.177071213646752
"M115","marine","3_4",0.0799960464989606
"M116","marine","3_4",0.0362096386279367
"M12","marine","3_4",0.206510750274375
"M13","marine","3_4",0.100538188508392
"M14","freshwater","3_4",0.134077132688239
"M15","freshwater","3_4",0.0671022045686007
"M16","freshwater","3_4",0.042616874865069
"M17","marine","3_4",0.0981742866434528
"M18","marine","3_4",0.0921566319393163
"M19","marine","3_4",0.163988745925648
"M2","marine","3_4",0.106275277953737
"M20","marine","3_4",0.333528560428746
"M21","marine","3_4",0.123771485955421
"M22","marine","3_4",0.0661475135089987
"M23","marine","3_4",0.0521231283142066
"M24","marine","3_4",0.0899208927682721
"M26","marine","3_4",0.155060937271831
"M27","marine","3_4",0.155334782169825
"M28","marine","3_4",0.0648328544184126
"M29","marine","3_4",0.0842281965790121
"M3","marine","3_4",0.111803001672845
"M30","marine","3_4",0.135880281792591
"M31","marine","3_4",0.338330147342999
"M32","marine","3_4",0.221494394207517
"M33","marine","3_4",0.078588133773603
"M34","marine","3_4",0.169873689193988
"M35","marine","3_4",0.143996250977448
"M36","marine","3_4",0.154930985549924
"M37","marine","3_4",0.132719563667706
"M38","freshwater","3_4",0.00707362262872787
"M39","marine","3_4",0.0301943495757261
"M4","marine","3_4",0.150991760608766
"M40","marine","3_4",0.109600216306904
"M41","freshwater","3_4",0.0552542681312816
"M43","freshwater","3_4",0.102600583936045
"M44","marine","3_4",0.133756281855428
"M45","freshwater","3_4",0.0746582897513237
"M46","freshwater","3_4",0.0629983668733157
"M47","marine","3_4",0.120489371747509
"M48","marine","3_4",0.173321093635039
"M49","marine","3_4",0.208530556993622
"M5","marine","3_4",0.102282162997077
"M50","marine","3_4",0.114208561361639
"M51","freshwater","3_4",0.276021042966636
"M52","freshwater","3_4",0.182685003499096
"M53","freshwater","3_4",0.0214094421323543
"M54","freshwater","3_4",0.000868852371768925
"M56","marine","3_4",0.143491549960142
"M57","marine","3_4",0.00847233143651819
"M58","marine","3_4",0.0584153947415534
"M59","marine","3_4",0.165533044609751
"M6","marine","3_4",0.170981225078906
"M60","freshwater","3_4",0.0596575823438898
"M61","marine","3_4",0.185433792885212
"M63","marine","3_4",0.261710004492479
"M64","marine","3_4",0.244411774882393
"M65","freshwater","3_4",0.00290732782232188
"M66","marine","3_4",0.1012476336904
"M67","freshwater","3_4",0.0747718920429035
"M68","freshwater","3_4",0.102600583936045
"M69","marine","3_4",0.181328707015815
"M7","freshwater","3_4",0.152567542371722
"M70","marine","3_4",0.107631425509815
"M71","freshwater","3_4",0.0585066644259722
"M72","marine","3_4",0.0365253535018171
"M73","marine","3_4",0.225572496691661
"M74","marine","3_4",0.0806293612231898
"M75","marine","3_4",0.194736489450131
"M76","marine","3_4",0.141078156128774
"M77","marine","3_4",0.212212239508921
"M78","marine","3_4",0.0991842550173776
"M79","marine","3_4",0.10136059488731
"M8","marine","3_4",0.0930614017595898
"M80","marine","3_4",0.0161280754927496
"M81","marine","3_4",0.173817216020246
"M82","marine","3_4",0.217249664547963
"M83","marine","3_4",0.179863409291642
"M85","marine","3_4",0.0560894695504028
"M86","freshwater","3_4",0.0287602804270156
"M87","marine","3_4",0.127487285578551
"M88","marine","3_4",0.0424669616741215
"M89","marine","3_4",0.082849012337383
"M9","marine","3_4",0.140477118541789
"M90","marine","3_4",0.022259792904158
"M91","marine","3_4",0.192707185959884
"M93","marine","3_4",0.0596087120917022
"M94","marine","3_4",0.00498394419897815
"M95","marine","3_4",0.333513859567797
"M96","marine","3_4",0.0991154336072321
"M97","marine","3_4",0.00070576837645982
"M98","freshwater","3_4",0.131623599853168
"M99","freshwater","3_4",0.120785139957649
"2","marine","4_5",0.103306867963787
"7","marine","4_5",0.0372769371145072
"24","marine","4_5",0.116732034894949
"34","marine","4_5",0.0411616756127243
"40","marine","4_5",0.0944978999007207
"41","marine","4_5",0.0777219880740697
"46","marine","4_5",0.108851550130393
"48","marine","4_5",0.0473375217219429
"53","marine","4_5",0.150991377276158
"58","marine","4_5",0.0353138629375521
"68","marine","4_5",0.0494208914810247
"99","marine","4_5",0.125955253692713
"105","marine","4_5",0.0712647926948681
"107","marine","4_5",0.10071551652695
"108","marine","4_5",0.0898036615328078
"115","marine","4_5",0.0524293795153555
"116","marine","4_5",0.120500538079815
"118","marine","4_5",0.0427665539553037
"133","marine","4_5",0.0334206378896181
"135","marine","4_5",0.105683333585572
"136","marine","4_5",0.0812404762034596
"137","marine","4_5",0.0835549462860816
"145","marine","4_5",0.0745245975395701
"153","marine","4_5",0.0659682844048027
"179","marine","4_5",0.0194518348084637
"180","marine","4_5",0.0356850133369054
"189","marine","4_5",0.075399094613198
"217","marine","4_5",0.0799150444177766
"218","marine","4_5",0.0994056430093609
"227","marine","4_5",0.0707653910041257
"232","marine","4_5",0.028871806527663
"239","marine","4_5",0.0780633283745624
"240","marine","4_5",0.0717988212384476
"241","marine","4_5",0.0847835587950893
"243","marine","4_5",0.0404321600291495
"246","marine","4_5",0.0357611412219102
"252","marine","4_5",0.144998202441323
"266","marine","4_5",0.0360681363655667
"267","marine","4_5",0.118575884325506
"269","marine","4_5",0.137163939443803
"279","marine","4_5",0.109110904718587
"282","marine","4_5",0.0232757877328722
"289","marine","4_5",0.134099312837248
"291","marine","4_5",0.0615832052364858
"305","marine","4_5",0.121701085800242
"311","marine","4_5",0.00778208438153541
"312","marine","4_5",0.00248548437012785
"318","marine","4_5",0.00729296122990935
"320","marine","4_5",0.158742350516401
"323","marine","4_5",0.129389857855148
"324","marine","4_5",0.114452733196387
"325","marine","4_5",0.144484191121394
"328","marine","4_5",0.0737550278618597
"335","marine","4_5",0.109392361397636
"400","marine","4_5",0.14590088552991
"401","marine","4_5",0.104382553488109
"403","marine","4_5",0.0574155183543831
"405","marine","4_5",0.0753259849181989
"406","marine","4_5",0.130151221980243
"407","marine","4_5",0.0988231348522907
"410","marine","4_5",0.0979165959735477
"411","marine","4_5",0.110641715664081
"412","marine","4_5",0.0695510308136233
"413","marine","4_5",0.167214311141676
"414","marine","4_5",0.166712724449377
"415","marine","4_5",0.0248472152341863
"429","marine","4_5",0.0317086526815223
"431","marine","4_5",0.0857787980955726
"432","marine","4_5",0.109099969779658
"433","marine","4_5",0.0318007883473972
"434","marine","4_5",0.0172001500360708
"435","marine","4_5",0.0172001500360708
"436","marine","4_5",0.112938848935163
"438","marine","4_5",0.0787331481695915
"439","marine","4_5",0.058039990719704
"441","marine","4_5",0.0441462976773389
"443","marine","4_5",0.0516013230791737
"444","marine","4_5",0.117201863171617
"446","marine","4_5",0.119062258039277
"447","marine","4_5",0.101995508943485
"448","marine","4_5",0.183200898928842
"450","marine","4_5",0.14033229831381
"452","marine","4_5",0.017234091875533
"456","marine","4_5",0.087813076391786
"457","marine","4_5",0.149555822745389
"459","marine","4_5",0.120531262658005
"461","marine","4_5",0.160269999498428
"462","marine","4_5",0.0571999139158864
"464","marine","4_5",0.0239408163701661
"465","marine","4_5",0.138032103968246
"466","marine","4_5",0.142111736729792
"467","marine","4_5",0.0825740853252559
"468","marine","4_5",0.0332836425718195
"473","marine","4_5",0.19902901389107
"477","marine","4_5",0.0871963313272065
"478","marine","4_5",0.0587078642942333
"479","marine","4_5",0.0605402267856522
"485","marine","4_5",0.11564517752521
"486","marine","4_5",0.0804794646422615
"487","marine","4_5",0.0749432377431198
"488","marine","4_5",0.0450056737046719
"489","marine","4_5",0.0419132061050211
"490","marine","4_5",0.0678582805764851
"495","marine","4_5",0.0749062504671546
"496","marine","4_5",0.106580345415493
"497","marine","4_5",0.124553748835758
"499","marine","4_5",0.0351446414921988
"513","marine","4_5",0.135777704945838
"518","marine","4_5",0.0773241677921268
"519","marine","4_5",0.0398279321937305
"520","marine","4_5",0.037807478043135
"521","marine","4_5",0.0965367232861014
"526","marine","4_5",0.0469067215290396
"537","marine","4_5",0.0357742911086684
"567","marine","4_5",0.0548566982030637
"568","marine","4_5",0.00148192276346958
"608","marine","4_5",0.0877606114191151
"633","marine","4_5",0.0846586609083504
"634","marine","4_5",0.0893402898730848
"637","marine","4_5",0.0297598365579538
"646","marine","4_5",0.0931614460434464
"650","marine","4_5",0.0881313274275753
"651","marine","4_5",0.0664147629017464
"655","marine","4_5",0.109141735088155
"658","marine","4_5",0.0197309829650181
"664","marine","4_5",0.0475559609612931
"674","marine","4_5",0.111392434584547
"675","marine","4_5",0.101656407000254
"677","marine","4_5",0.0877391784002253
"680","marine","4_5",0.204203579182154
"682","marine","4_5",0.102869896506999
"687","marine","4_5",0.0955910687594851
"689","marine","4_5",0.0492635645229896
"691","marine","4_5",0.00554536398913034
"692","marine","4_5",0.00131874280464759
"693","marine","4_5",0.00292143522683201
"703","marine","4_5",0.174055135737307
"704","marine","4_5",0.163981362504436
"705","marine","4_5",0.170781909522539
"706","marine","4_5",0.186427600027786
"707","marine","4_5",0.127694187908122
"711","marine","4_5",0.101362280904138
"725","marine","4_5",0.132553597651331
"726","marine","4_5",0.135419862262632
"727","marine","4_5",0.0855310029308545
"728","marine","4_5",0.0378058809756392
"730","marine","4_5",0.104960613968408
"731","marine","4_5",0.142542059714492
"732","marine","4_5",0.119705967578424
"733","marine","4_5",0.133351269022376
"734","marine","4_5",0.117957405373592
"735","marine","4_5",0.122821994857904
"736","marine","4_5",0.117386906530224
"737","marine","4_5",0.121273057778398
"738","marine","4_5",0.142691559716945
"739","marine","4_5",0.234598249988869
"740","marine","4_5",0.118317619433463
"741","marine","4_5",0.143220800864789
"742","marine","4_5",0.16492761991153
"743","marine","4_5",0.0673390569090131
"744","freshwater","4_5",0.0238636019096907
"M1","marine","4_5",0.103242927021651
"M10","marine","4_5",0.0287550770388579
"M100","marine","4_5",0.104645209413349
"M101","marine","4_5",0.118438737165696
"M102","marine","4_5",0.046705455666553
"M103","marine","4_5",0.098404027113763
"M104","freshwater","4_5",0.0145882661829444
"M106","marine","4_5",0.117528800453639
"M107","marine","4_5",0.117411601238617
"M108","marine","4_5",0.134730119692083
"M109","marine","4_5",0.0909082960751925
"M11","marine","4_5",0.140466692759483
"M110","marine","4_5",0.273548096837387
"M111","marine","4_5",0.0671729973887873
"M112","marine","4_5",0.00705720828375361
"M113","marine","4_5",0.0596472042750118
"M114","marine","4_5",0.119452107862109
"M115","marine","4_5",0.0370096924023606
"M116","marine","4_5",0.0394178625757925
"M12","marine","4_5",0.131185609834999
"M13","marine","4_5",0.0632978516873371
"M14","freshwater","4_5",0.0280565002425708
"M15","freshwater","4_5",0.0564327769876925
"M16","freshwater","4_5",0.0366456989041046
"M17","marine","4_5",0.139201483123596
"M18","marine","4_5",0.0962338465934776
"M19","marine","4_5",0.120634680743863
"M2","marine","4_5",0.114699647082723
"M20","marine","4_5",0.189415842890045
"M21","marine","4_5",0.11654357049169
"M22","marine","4_5",0.017381881101764
"M23","marine","4_5",0.0300893044771272
"M24","marine","4_5",0.0618643849585902
"M26","marine","4_5",0.169067006200636
"M27","marine","4_5",0.0863802884366065
"M28","marine","4_5",0.043852321989785
"M29","marine","4_5",0.0396802886153894
"M3","marine","4_5",0.0518949889708396
"M30","marine","4_5",0.0957087267399237
"M31","marine","4_5",0.370099722136346
"M32","marine","4_5",0.0790562888132661
"M33","marine","4_5",0.0910383227267991
"M34","marine","4_5",0.250580489158552
"M35","marine","4_5",0.106369827298581
"M36","marine","4_5",0.133386353445228
"M37","marine","4_5",0.00483402410170936
"M38","freshwater","4_5",0.0307369256340936
"M39","marine","4_5",0.0492305487777043
"M4","marine","4_5",0.0859017804179759
"M40","marine","4_5",0.098497521983085
"M41","freshwater","4_5",0.0176635581026862
"M43","freshwater","4_5",0.066715484972913
"M44","marine","4_5",0.0956598342315928
"M45","freshwater","4_5",0.0323588199434957
"M46","freshwater","4_5",0.0494656483260267
"M47","marine","4_5",0.0966505086301667
"M48","marine","4_5",0.0871647120674012
"M49","marine","4_5",0.3866443707944
"M5","marine","4_5",0.112981109430558
"M50","marine","4_5",0.0727422746508031
"M51","freshwater","4_5",0.0800521588239338
"M52","freshwater","4_5",0.0214885911422446
"M53","freshwater","4_5",0.0291138775564982
"M54","freshwater","4_5",0.00542440623407733
"M56","marine","4_5",0.0797826793546997
"M57","marine","4_5",0
"M58","marine","4_5",0.0537077177783411
"M59","marine","4_5",0.129657065876084
"M6","marine","4_5",0.0206325096677862
"M60","freshwater","4_5",0.024616694146546
"M61","marine","4_5",0.131883877666046
"M63","marine","4_5",0.567917710925424
"M64","marine","4_5",0.233823573136246
"M65","freshwater","4_5",0
"M66","marine","4_5",0.0677976386049381
"M67","freshwater","4_5",0.0134697874265258
"M68","freshwater","4_5",0.066715484972913
"M69","marine","4_5",0.0750020389537737
"M7","freshwater","4_5",0.0824593125824299
"M70","marine","4_5",0.11643986554168
"M71","freshwater","4_5",0.0653998962047776
"M72","marine","4_5",0.00914772133263759
"M73","marine","4_5",0.00884603458655232
"M74","marine","4_5",0.000340899836544435
"M75","marine","4_5",0.166796656708571
"M76","marine","4_5",0.0622071853231312
"M77","marine","4_5",0.150915646123173
"M78","marine","4_5",0.0236174110083764
"M79","marine","4_5",0.0985761198343434
"M8","marine","4_5",0.0736220492071157
"M80","marine","4_5",0.0335714684159943
"M81","marine","4_5",0.113200277534315
"M82","marine","4_5",0.179345366299636
"M83","marine","4_5",0.176226901864734
"M85","marine","4_5",0.0480867576027825
"M86","freshwater","4_5",0.00504505091815503
"M87","marine","4_5",0.130174752809871
"M88","marine","4_5",0.0222366590129946
"M89","marine","4_5",0
"M9","marine","4_5",0.0552788841189335
"M90","marine","4_5",0
"M91","marine","4_5",0.42250098772741
"M93","marine","4_5",0.0310772877661697
"M94","marine","4_5",0.0889668808812267
"M95","marine","4_5",0.189298452759076
"M96","marine","4_5",0.0620794388409129
"M97","marine","4_5",0.0900500099762105
"M98","freshwater","4_5",0.0649046985353151
"M99","freshwater","4_5",0.0790592595115859
